71	84	39	14	19	35	49	68	45	45	76	50	98	88	28	34	70	40	78	99	5	45	89	14	25	0	39	7	76	31	7	31	16	52	67	59	11	30	74	60	74	65	48	18	74	40	27	40	61	8	2	77	59	46	21	97	5	66	79	65	52	92	84	34	54	29	67	94	77	80	29	34	26	90	72	77	29	55	51	76	28	35	75	91	94	53	67	95	69	32	97	18	67	51	32	85	50	59	47	88	73	21	8	9	75	97	62	83	7	31	0	42	1	24	75	14	7	97	44	32	12	28	51	8	88	89	28	4	66	41	76	65	22	1	15	77	14	21	89	26	19	87	20	43	74	15	21	41	17	34	31	76	80	29	25	96	96	16	36	35	76	55	36	16	84	47	64	15	91	98	10	52	61	46	65	2	89	29	98	93	6	71	10	43	80	52	65	37	78	53	92	78	50	49	49	74	37	41	41	65	
3	25	72	86	78	85	85	86	99	65	96	66	2	98	87	10	0	31	13	88	16	67	60	97	42	92	7	75	58	61	55	41	4	9	23	59	74	5	34	85	61	8	73	4	82	57	39	24	88	6	4	77	22	72	43	21	86	8	68	30	49	49	38	37	79	83	67	88	60	12	20	71	21	61	72	34	89	30	6	0	56	67	79	91	9	15	74	17	92	79	82	92	78	63	70	11	33	66	24	73	57	83	53	98	1	65	26	8	88	63	43	16	20	33	92	83	20	7	41	61	74	36	12	61	64	28	79	30	40	86	11	73	16	94	47	91	36	3	82	8	31	49	76	0	12	85	45	1	60	66	52	81	2	40	51	16	20	20	48	27	18	56	7	33	6	65	23	19	45	43	72	68	5	8	67	18	20	73	70	28	93	14	98	37	42	17	9	62	41	83	14	72	93	87	89	61	30	76	57	17	
10	58	92	97	6	72	41	91	44	25	73	97	78	84	40	37	84	63	68	58	16	49	1	75	15	40	71	68	45	11	85	25	82	99	23	26	71	17	6	80	60	44	92	12	28	81	34	46	47	37	8	22	1	30	4	22	46	42	47	55	2	53	98	31	12	22	64	60	56	94	33	92	64	10	10	8	50	99	8	43	15	35	87	95	42	13	25	15	56	37	21	66	10	32	53	63	42	44	23	95	16	81	15	35	88	95	28	58	20	59	58	63	59	81	99	56	34	84	30	41	36	74	39	36	61	94	22	82	23	41	48	38	24	93	36	85	60	53	96	18	36	33	95	40	1	28	35	31	3	89	80	80	69	61	75	6	26	45	93	46	7	3	76	14	55	41	4	82	64	65	72	11	39	36	32	82	44	64	24	5	85	46	78	65	89	4	48	36	61	59	65	13	97	37	66	91	54	14	35	58	
9	21	95	70	92	38	37	43	92	44	76	81	1	29	86	18	11	81	3	17	51	61	20	46	35	68	62	20	56	17	32	34	81	48	82	7	0	2	54	84	65	52	57	41	87	55	6	89	75	84	70	10	36	31	52	97	88	14	33	90	14	12	56	13	85	11	68	85	50	59	86	94	71	25	6	54	94	49	83	72	8	96	99	23	43	65	94	66	88	26	34	29	7	12	7	23	33	89	65	33	0	75	83	68	46	58	0	87	55	53	85	73	44	97	57	39	9	27	1	73	47	13	13	88	68	21	53	68	46	3	77	95	66	80	7	6	34	79	98	10	41	76	88	60	70	56	1	75	25	41	15	11	89	10	71	68	49	75	25	76	2	75	77	38	25	3	39	52	95	97	36	56	8	17	39	55	58	28	74	70	67	42	66	59	18	78	22	84	77	42	65	55	75	44	96	39	64	64	78	62	
61	23	62	24	30	54	83	63	8	13	28	42	69	8	75	28	26	92	28	50	80	17	83	2	3	99	2	65	96	72	18	60	44	58	97	91	48	42	72	13	52	76	63	96	68	90	58	72	9	0	53	76	91	14	16	95	27	87	27	65	65	84	17	75	20	21	68	65	53	20	66	43	66	37	84	43	91	87	78	67	19	47	39	74	14	63	95	28	56	25	12	31	14	19	60	62	97	77	43	33	38	2	80	27	26	58	86	73	23	72	61	67	69	0	48	89	28	18	18	60	60	43	44	63	12	80	50	9	67	5	90	80	6	90	40	48	24	62	69	23	67	5	81	29	65	36	79	69	49	93	87	79	97	32	76	80	26	75	89	28	42	81	6	82	55	10	0	55	8	50	57	20	69	91	31	18	72	46	60	62	90	69	83	77	2	57	82	27	12	19	55	71	19	90	98	11	93	96	41	54	
38	88	3	66	93	36	75	9	26	43	84	75	59	51	74	75	70	5	0	3	91	54	5	98	80	99	47	38	61	97	86	58	2	95	58	74	96	1	44	42	84	25	50	45	15	5	51	83	51	73	1	17	99	74	75	6	78	20	67	87	50	53	25	56	37	20	70	83	29	85	3	73	44	71	10	63	83	28	48	87	76	0	2	5	31	61	5	9	5	78	64	40	69	60	64	79	77	46	52	99	45	82	52	10	67	18	13	62	30	40	87	26	72	86	57	11	92	61	74	53	86	65	9	79	74	34	48	71	75	74	59	15	40	47	83	65	58	20	10	38	93	44	17	72	81	12	36	50	57	7	43	45	15	8	87	88	44	50	53	20	51	87	67	22	45	35	76	83	11	57	5	43	7	86	21	61	26	41	39	71	83	43	20	85	70	71	5	12	59	90	30	62	54	41	88	33	53	20	74	27	
91	4	70	32	65	5	17	38	43	14	84	9	66	9	77	77	61	18	63	99	37	48	1	98	42	41	91	20	39	16	74	56	75	73	98	42	6	40	75	81	40	46	9	81	24	89	34	74	65	54	1	45	23	14	76	18	64	30	15	26	79	37	92	60	5	41	20	44	63	0	36	60	44	49	61	75	72	63	10	99	87	87	3	1	11	98	48	8	33	85	28	29	7	57	12	19	39	23	28	59	56	66	88	18	53	12	25	86	92	6	30	55	54	19	26	64	9	89	96	47	15	5	95	66	4	61	1	83	91	11	39	87	84	48	46	23	90	50	79	87	84	16	50	36	5	1	21	26	16	28	66	95	48	71	19	4	56	89	61	25	71	22	75	83	63	55	0	15	67	80	97	54	45	27	94	85	46	18	61	70	25	17	12	80	6	41	60	77	75	33	90	70	10	16	38	68	74	11	48	62	
28	49	27	22	23	37	45	14	51	92	89	69	71	77	11	99	43	66	18	57	29	73	33	77	3	43	92	34	33	4	63	57	73	37	91	44	9	56	60	8	42	11	25	23	91	92	3	46	37	47	50	78	12	96	53	70	68	57	47	69	95	66	84	78	58	25	59	92	8	37	99	41	98	78	97	7	17	89	80	47	58	54	91	94	7	96	72	13	76	18	97	84	33	29	53	51	19	25	6	41	75	88	50	99	2	37	77	78	91	58	77	1	52	99	21	69	84	68	92	30	62	77	18	75	18	0	8	7	29	39	5	12	58	77	89	81	76	64	2	91	84	58	39	68	29	1	25	13	47	95	46	78	40	10	92	68	2	21	94	42	14	69	50	93	95	92	79	15	31	0	79	19	42	16	6	20	72	28	54	12	33	38	10	47	49	10	85	97	59	98	15	96	79	59	27	19	3	69	9	93	
19	73	97	30	65	58	62	21	12	21	40	30	22	14	63	35	17	52	20	82	46	5	55	14	20	28	51	75	5	80	71	99	12	78	62	32	82	90	62	56	15	83	31	68	81	73	94	49	52	1	1	29	2	20	97	18	53	64	55	17	62	52	13	62	54	7	88	60	1	1	24	31	80	22	24	58	14	4	8	53	86	44	9	32	53	92	50	86	35	36	2	60	61	79	47	4	69	17	71	31	9	19	30	4	3	47	26	32	82	23	90	27	11	73	19	39	59	61	42	21	80	51	28	29	67	63	28	59	20	55	45	12	39	48	68	42	15	13	33	41	41	58	15	51	67	97	63	39	73	79	1	87	53	73	45	95	19	33	45	86	85	21	4	28	94	48	72	41	14	25	45	78	94	69	54	54	70	79	97	0	70	50	62	92	91	59	42	56	79	50	18	9	43	44	43	43	86	43	36	70	
31	50	35	63	70	83	82	51	32	72	22	22	63	34	67	68	80	53	98	54	51	36	54	48	43	84	38	44	89	37	10	63	2	77	6	67	60	50	48	25	37	43	61	4	84	91	78	64	90	1	69	49	40	60	39	72	23	55	42	88	92	45	92	93	99	77	47	15	25	16	76	10	57	56	30	27	40	48	40	22	15	45	63	82	66	66	7	51	96	31	90	79	26	37	14	45	34	34	96	78	64	23	77	62	60	32	82	31	35	87	60	88	49	17	41	13	96	74	63	79	78	56	66	65	88	43	30	26	75	57	43	25	70	65	12	91	18	54	24	31	90	10	36	45	82	52	18	82	22	84	23	39	45	93	7	9	45	25	70	60	78	65	75	80	26	83	6	22	59	35	20	72	53	42	42	13	88	26	31	40	41	83	62	95	69	90	88	43	31	9	87	79	19	70	73	95	41	6	48	16	
19	2	70	5	59	40	23	49	9	4	58	84	45	61	89	75	50	20	65	37	62	40	85	56	18	61	15	53	86	36	65	80	75	91	19	80	53	38	91	47	59	9	61	85	61	84	60	28	17	86	90	37	23	86	64	65	96	90	3	11	14	86	24	74	97	39	86	34	86	25	37	97	13	2	15	96	10	86	79	84	64	73	84	55	37	59	27	4	23	24	69	16	81	95	0	66	22	5	27	18	38	85	90	89	50	30	25	33	47	41	90	69	84	27	33	93	85	19	15	80	8	39	39	53	46	57	34	84	43	38	43	58	11	26	35	29	60	1	21	60	25	22	4	30	18	71	48	29	51	54	12	57	27	75	43	82	85	35	98	64	22	57	73	91	98	75	37	92	86	4	53	0	15	49	67	75	40	75	34	99	98	16	50	83	84	93	12	83	75	12	3	39	72	98	69	68	86	58	83	91	
32	70	97	17	10	98	57	20	88	7	89	81	3	85	65	62	76	81	87	67	32	58	67	32	74	22	51	10	97	86	56	52	9	80	67	17	5	21	74	81	12	15	8	65	97	12	88	59	29	26	67	78	43	23	20	94	26	65	28	25	59	54	87	68	3	53	49	2	29	22	36	2	61	12	95	95	20	39	36	0	36	80	96	14	29	77	27	27	14	25	75	45	45	28	9	44	17	93	74	61	18	85	65	64	12	14	23	44	89	44	93	15	86	75	22	89	17	58	92	75	60	88	92	73	18	26	58	47	39	1	79	21	59	14	22	66	12	8	63	88	24	96	35	19	65	20	65	72	88	99	26	88	70	78	47	30	99	77	93	5	53	68	38	15	80	32	19	68	76	90	71	39	84	91	49	72	19	11	86	6	29	56	58	51	27	62	97	35	40	1	60	22	95	63	5	75	98	37	76	42	
2	84	19	72	14	5	13	2	90	31	80	4	73	37	56	49	30	8	29	77	32	66	25	74	73	53	8	24	73	51	12	12	68	31	48	52	69	82	25	41	48	32	96	38	31	14	72	73	37	21	92	60	51	64	5	34	83	86	1	67	4	55	77	86	80	35	73	63	14	54	85	30	59	83	85	39	64	30	82	91	30	72	88	11	95	79	59	12	21	91	50	76	11	49	13	73	33	55	38	20	25	57	71	80	1	63	2	4	7	23	77	51	11	45	71	87	25	67	81	50	7	87	38	46	31	98	64	16	62	11	96	16	21	27	37	11	48	68	2	49	73	12	42	29	55	53	40	64	7	15	57	63	57	75	66	82	52	4	20	74	81	51	82	78	78	95	0	99	78	15	34	85	5	48	65	86	86	40	40	13	53	33	16	79	51	78	96	40	37	75	39	97	97	17	92	55	85	11	60	32	
78	51	84	33	76	8	2	48	36	64	22	23	2	11	62	98	14	61	50	43	51	65	79	5	18	2	34	79	81	9	81	94	80	17	11	49	22	85	93	21	12	0	86	38	11	63	79	29	36	58	87	20	53	85	81	72	24	12	77	94	35	19	47	58	99	20	40	64	18	1	77	4	88	13	12	57	87	35	66	6	54	80	20	95	84	31	48	55	51	70	96	31	55	95	77	34	93	0	81	67	8	53	55	37	7	81	57	57	23	52	72	87	32	68	96	71	63	98	35	23	70	17	51	23	80	18	36	52	85	62	24	53	10	25	11	32	81	68	79	98	22	30	93	11	43	33	51	53	39	76	49	43	95	28	62	81	79	48	16	99	43	50	8	68	81	49	73	93	74	40	61	79	37	21	57	10	97	4	61	68	96	79	87	3	25	91	14	66	7	89	96	63	43	86	94	69	59	17	28	41	
94	63	76	21	96	77	43	80	35	35	95	30	65	0	45	7	60	75	18	50	65	37	62	12	64	64	89	83	56	92	93	83	17	9	22	96	74	6	77	82	10	49	52	80	82	63	34	51	20	64	11	96	52	19	48	63	36	80	61	24	95	96	80	78	23	97	54	19	79	24	13	74	24	75	32	57	76	84	68	51	22	52	19	21	28	5	3	46	66	89	58	17	81	15	57	56	56	83	56	71	68	22	47	74	79	64	83	67	23	43	49	88	68	37	64	13	43	86	11	55	10	3	21	22	25	75	76	57	52	84	45	7	33	70	49	84	5	85	54	83	90	60	34	89	83	15	58	4	27	61	99	77	32	99	85	26	96	86	76	7	0	16	43	93	1	78	6	74	64	45	48	9	65	75	99	98	75	5	15	29	32	88	1	92	44	68	94	22	85	69	10	51	90	49	97	54	32	16	53	0	
42	80	6	12	1	44	75	83	84	91	61	52	7	53	47	24	62	47	4	61	41	68	62	62	87	73	40	29	15	58	35	88	49	23	22	77	54	82	95	64	58	10	11	27	55	41	14	13	7	15	76	52	16	83	8	27	63	12	78	88	54	73	3	19	12	57	42	23	87	79	52	81	74	21	1	8	29	40	5	12	45	32	33	67	85	22	39	42	98	60	70	60	16	13	83	22	34	71	13	91	77	45	55	11	74	45	20	71	60	86	42	80	73	7	95	6	36	5	81	91	77	80	44	85	66	46	41	48	93	48	40	1	71	97	43	84	55	85	59	78	81	91	27	4	79	75	83	60	70	28	4	86	14	97	4	6	67	16	58	68	96	64	97	20	46	80	51	26	70	97	66	87	76	67	73	86	63	41	96	38	59	99	0	83	90	25	55	47	48	63	18	29	86	48	70	66	37	92	90	92	
77	26	97	62	72	78	64	38	18	4	50	43	6	33	47	23	38	76	0	34	64	38	33	76	53	11	87	4	61	42	53	74	25	7	97	1	18	51	51	34	86	12	65	12	79	36	79	89	48	57	28	85	56	79	50	22	84	49	58	81	33	38	15	8	3	0	69	70	85	48	75	63	12	50	94	5	47	86	50	32	2	8	29	17	12	24	99	88	91	99	93	79	66	44	18	91	37	94	49	93	85	95	89	50	41	49	48	45	58	12	13	26	26	10	77	5	15	39	94	12	58	85	15	62	52	47	32	9	29	81	6	44	36	98	7	26	83	26	15	77	7	59	79	91	58	2	4	10	9	34	7	0	13	90	29	84	53	29	38	24	45	0	47	12	91	39	93	95	99	8	48	73	99	1	95	77	92	48	88	68	3	46	80	95	0	94	17	59	56	81	52	71	79	19	48	16	48	67	25	77	
94	83	58	92	53	59	56	45	94	41	87	35	16	3	3	77	35	42	29	8	23	6	22	50	18	74	89	54	87	82	25	8	26	28	5	59	50	49	79	92	79	29	88	6	33	9	58	83	42	93	85	82	98	53	99	61	53	34	19	19	52	92	66	12	41	14	45	74	65	79	24	53	18	38	83	29	6	12	82	75	61	31	39	70	23	63	53	49	22	47	73	51	13	73	88	34	37	2	43	4	59	96	63	0	65	30	37	54	54	36	2	55	80	57	13	20	3	30	62	4	84	48	67	45	21	65	46	32	52	47	78	66	39	30	47	17	47	37	25	63	6	9	49	37	59	14	14	87	36	67	3	84	78	49	50	18	94	99	10	0	97	53	54	16	42	11	85	92	31	42	35	96	49	95	94	31	54	23	39	88	78	66	75	80	18	95	25	45	92	69	46	45	7	53	92	97	76	65	57	98	
7	85	36	7	28	65	50	0	1	95	70	35	88	47	68	4	7	49	84	31	76	45	15	67	36	94	79	94	28	22	39	9	54	15	78	14	30	45	97	61	96	94	97	67	11	66	44	72	5	91	19	60	97	65	84	43	11	37	15	91	10	96	18	87	52	15	7	73	84	73	10	0	76	33	19	89	66	82	48	8	60	50	79	48	93	23	19	75	51	61	12	83	39	81	76	39	45	78	91	62	97	14	51	19	51	68	1	80	54	97	59	49	40	57	15	46	37	44	78	97	26	63	19	51	19	26	47	89	41	47	72	67	42	68	42	12	46	33	42	62	98	10	71	61	80	9	15	43	67	49	90	68	83	58	63	79	61	23	4	85	68	14	12	92	58	15	88	61	85	66	38	5	59	84	82	22	30	21	40	74	99	0	99	48	86	6	40	94	41	8	14	63	73	88	2	39	66	55	57	29	
37	23	89	21	44	24	85	91	21	45	41	68	72	42	65	25	83	16	38	49	13	52	75	44	54	4	3	58	21	40	56	52	40	35	68	71	74	95	96	16	73	14	58	41	55	90	51	23	6	23	10	15	94	97	81	87	7	11	22	21	92	62	90	83	68	70	98	39	57	67	15	77	82	0	91	13	43	34	70	58	79	55	11	78	23	34	45	87	46	68	7	53	39	45	44	44	11	5	91	61	60	53	21	95	40	49	21	91	97	1	6	19	50	69	6	43	69	26	23	70	4	35	26	10	49	84	47	37	23	83	3	52	43	61	23	12	44	7	11	83	12	42	35	61	15	81	97	1	83	91	38	24	77	93	23	44	14	37	30	81	74	65	79	73	3	3	25	58	28	38	61	87	73	27	1	72	86	45	90	30	86	95	4	95	25	17	7	62	11	10	99	84	2	61	30	27	52	58	47	88	
33	85	87	45	3	50	27	36	39	7	96	27	57	79	43	8	56	4	57	97	80	17	0	98	5	90	61	36	21	48	68	86	19	48	70	33	87	0	10	77	70	39	56	32	58	59	64	8	62	21	66	57	92	4	7	27	61	14	42	49	11	12	34	64	34	36	53	21	92	6	34	15	63	40	32	4	45	15	38	18	60	52	12	17	32	56	4	4	12	97	27	21	45	45	55	75	59	92	24	3	15	18	55	87	26	42	79	71	7	51	19	26	96	26	53	30	67	89	41	91	96	31	91	58	32	93	0	81	28	45	48	60	72	85	40	67	39	66	26	11	27	67	69	92	95	70	57	59	22	3	60	62	36	5	7	69	87	6	28	96	94	66	32	87	74	23	50	41	14	79	90	54	22	3	77	12	6	17	50	97	44	70	26	24	59	35	53	61	87	89	97	63	26	75	36	9	85	8	69	96	
32	18	64	45	48	7	51	34	75	34	6	40	26	38	27	37	11	51	75	23	67	26	65	58	70	5	73	5	66	19	9	64	19	94	59	43	4	22	67	7	51	85	0	64	71	34	95	93	15	76	53	55	28	97	37	45	83	35	97	17	69	74	42	58	72	83	96	45	35	34	64	29	47	95	53	28	12	60	33	0	91	31	69	85	45	10	41	92	98	1	90	75	85	79	39	44	7	42	86	3	20	49	15	66	17	28	99	80	68	95	99	11	23	2	13	48	39	93	88	55	21	40	80	15	66	60	41	0	13	98	21	5	63	92	44	17	39	14	80	78	72	2	87	61	31	41	68	76	29	26	91	91	22	40	1	95	62	75	84	68	84	20	1	54	1	68	63	83	59	15	67	20	16	30	37	49	86	43	71	71	36	56	83	23	47	16	55	5	90	29	0	98	46	31	10	10	42	83	87	82	
23	15	65	91	78	15	19	41	90	44	76	19	76	49	17	71	18	76	1	93	57	67	96	81	25	27	97	39	13	22	22	47	21	93	1	66	17	90	3	49	46	36	41	64	36	59	72	79	10	32	92	68	56	55	85	18	43	97	37	95	67	49	74	51	91	53	15	30	87	93	18	83	90	40	46	12	20	96	11	19	78	13	54	82	98	58	99	83	18	8	55	50	72	59	96	33	20	60	71	11	49	64	28	48	10	0	5	21	37	66	17	83	96	23	49	71	32	48	62	29	40	73	98	38	62	46	99	21	79	89	50	8	66	77	49	49	86	99	12	0	63	98	87	56	91	97	85	38	65	8	42	25	3	3	33	77	52	25	33	95	74	32	63	14	10	67	1	81	19	33	62	96	17	52	29	16	6	59	16	52	39	12	58	42	5	31	79	43	68	87	68	67	68	26	10	17	70	22	23	48	
11	59	60	70	16	52	86	41	3	18	28	24	22	15	23	72	53	68	85	2	62	22	61	74	69	19	35	36	98	73	48	66	3	4	28	65	83	22	68	18	85	81	80	4	23	0	41	47	50	34	13	32	67	12	99	98	48	70	63	0	5	18	80	71	63	92	76	87	71	26	33	63	16	84	57	49	86	1	84	31	82	85	18	73	95	38	64	17	67	99	93	13	16	79	70	87	23	40	23	34	87	60	10	57	60	56	49	34	38	28	23	25	24	91	5	75	33	13	10	50	37	86	41	6	18	73	28	39	76	67	90	30	16	23	54	26	24	44	46	13	59	18	52	36	3	65	76	83	69	27	98	13	86	16	60	68	96	73	96	18	4	26	92	45	13	17	35	52	54	29	35	67	90	75	53	11	45	21	69	64	32	81	24	50	10	33	73	27	38	73	19	7	36	92	53	96	31	28	75	10	
