17	33	74	97	4	16	37	24	61	55	18	21	71	76	51	58	27	34	67	18	35	91	39	21	59	20	2	91	72	89	9	73	91	23	20	58	22	36	40	55	39	40	61	79	89	1	85	33	22	57	4	65	63	59	71	83	43	78	4	83	16	82	64	74	37	32	96	12	5	89	62	83	54	95	40	72	24	1	71	14	68	45	77	60	58	87	77	44	54	2	61	43	24	51	98	23	28	41	56	0	
5	45	9	31	78	65	47	32	93	33	22	52	76	7	48	75	51	71	53	92	88	32	40	83	68	53	39	79	18	9	99	82	92	26	47	54	15	16	15	55	44	27	30	15	22	54	76	57	54	35	11	41	93	13	17	1	26	72	95	94	36	69	57	54	61	62	53	2	13	60	30	24	28	11	59	31	70	83	62	27	44	79	42	53	9	12	92	99	69	96	17	88	59	96	35	11	38	27	75	22	
68	28	30	32	10	51	76	52	64	69	97	45	17	51	36	6	52	38	18	73	27	61	51	5	49	86	4	54	47	58	93	79	48	96	59	54	61	38	98	46	67	57	97	22	8	30	95	58	78	42	90	12	24	10	63	82	3	56	4	35	41	47	6	39	69	45	91	3	78	56	41	86	5	54	66	51	82	30	99	12	27	40	64	52	1	61	2	77	82	61	28	97	8	30	79	12	83	34	68	63	
8	56	61	19	25	88	53	19	90	77	82	64	67	41	9	49	38	4	47	84	60	17	26	65	67	99	48	80	14	59	10	49	0	52	45	36	3	60	13	11	37	61	34	26	27	44	36	62	78	25	76	66	67	9	64	10	94	94	37	29	22	77	23	22	29	2	31	27	48	53	14	83	35	44	28	59	85	38	49	52	97	54	67	75	26	49	94	85	18	42	45	90	47	48	49	14	88	51	1	32	
38	91	92	71	38	43	88	74	46	10	40	27	21	40	49	91	16	3	82	26	63	5	38	75	42	6	7	80	80	88	76	5	90	15	0	26	49	98	98	30	22	72	94	78	95	60	6	59	63	58	10	69	48	29	66	53	85	10	21	81	74	95	99	20	40	49	53	85	78	33	29	25	38	41	30	90	5	28	33	57	33	7	57	89	38	76	70	94	73	53	44	33	86	9	28	11	28	27	79	75	
37	8	55	70	64	36	76	50	87	73	19	59	4	8	20	3	60	64	29	68	58	1	63	79	35	38	41	48	14	24	55	33	87	27	14	38	9	26	61	47	40	94	57	4	3	13	30	50	63	74	45	54	97	57	62	48	17	33	75	62	42	37	96	31	56	29	35	67	54	46	47	33	45	85	36	4	70	36	79	75	90	14	64	52	8	50	9	76	77	4	30	49	81	24	46	5	79	88	53	70	
17	29	33	8	22	1	75	87	12	92	7	94	98	72	83	18	45	31	41	10	95	14	25	29	17	53	58	82	4	86	29	20	87	21	28	55	37	25	69	94	23	34	98	74	42	56	50	84	54	13	89	67	42	10	2	35	75	30	14	82	64	5	64	44	93	1	30	94	17	47	33	79	34	24	93	72	3	58	48	74	21	23	2	63	38	2	15	37	92	26	28	59	63	95	24	18	5	66	98	55	
52	25	24	20	29	6	47	60	85	62	18	81	56	73	34	97	73	76	29	69	58	54	88	3	36	45	5	90	61	54	84	80	54	13	90	64	64	10	13	46	95	64	65	96	89	64	19	86	40	45	43	94	35	0	52	43	20	3	61	77	3	25	20	90	60	89	50	47	83	67	22	33	61	3	58	67	70	7	36	10	82	86	23	40	53	72	6	22	50	29	58	73	45	90	47	60	82	66	14	1	
82	26	78	37	68	49	20	90	1	63	54	20	92	69	19	7	74	69	77	97	15	3	61	96	2	5	64	51	63	84	24	18	33	21	17	72	24	32	42	29	36	67	39	57	93	75	28	92	68	55	1	88	86	21	90	80	45	91	15	67	75	75	33	15	60	68	15	60	72	61	3	80	25	63	29	0	91	52	10	1	97	82	83	34	4	39	53	67	32	39	93	47	71	95	64	54	51	54	73	45	
8	60	60	12	43	24	24	75	42	51	32	28	19	24	46	96	53	17	49	5	38	94	81	16	27	0	51	21	98	23	82	97	5	98	93	40	42	30	34	11	31	74	20	44	56	46	94	38	23	42	11	8	35	39	19	42	90	77	56	35	65	11	31	10	91	97	17	87	53	27	13	55	93	76	44	85	26	10	56	79	73	68	59	61	66	98	96	48	25	76	76	92	72	48	2	40	25	73	62	35	
94	21	32	61	33	36	61	43	87	51	87	96	29	73	81	37	65	88	70	63	11	39	75	28	67	79	41	97	48	64	98	92	44	64	43	58	11	99	31	34	98	34	59	81	75	94	45	62	19	0	79	51	21	28	5	16	23	58	64	6	59	25	46	52	19	47	91	97	30	18	1	59	43	94	60	53	92	23	30	46	72	62	11	75	30	73	93	38	10	92	1	98	27	20	85	4	3	90	47	8	
98	67	64	97	21	91	27	33	84	76	45	88	96	95	12	16	87	83	36	28	37	82	30	51	35	44	25	49	56	25	63	48	96	19	20	11	90	30	35	16	54	85	46	97	75	51	32	54	15	10	38	13	93	31	86	66	92	27	96	66	46	34	36	16	0	34	85	71	5	7	76	4	51	2	60	43	61	32	78	52	95	6	75	1	24	28	5	3	34	7	55	59	72	66	37	38	73	8	31	24	
70	76	94	34	98	79	17	60	14	5	63	79	46	83	54	24	91	51	12	81	60	61	86	40	33	39	14	27	16	41	81	59	9	35	62	89	19	20	51	54	86	35	74	3	65	37	73	94	3	67	34	9	34	41	37	33	90	44	47	82	24	21	1	58	58	36	3	75	92	96	51	43	9	28	71	95	8	47	50	96	10	17	99	18	77	15	99	38	64	38	89	44	22	59	16	87	57	10	14	89	
70	77	53	54	19	36	74	92	14	7	1	33	62	64	76	38	84	71	69	0	75	4	51	85	77	49	53	24	62	13	29	27	68	53	92	55	32	5	51	26	47	72	84	96	89	53	43	99	81	21	51	26	31	83	13	60	66	89	39	91	77	6	98	88	19	94	50	50	64	70	23	16	68	97	74	15	73	42	42	5	37	65	89	40	0	77	59	62	12	9	25	51	50	88	32	9	46	10	49	8	
43	16	9	59	9	83	30	61	80	42	69	29	42	71	6	62	66	85	14	11	64	27	88	72	65	56	28	85	95	62	14	83	73	89	78	58	1	23	93	71	28	90	94	7	84	98	56	76	61	97	97	6	17	96	80	15	26	89	17	49	98	50	49	53	35	85	13	30	5	87	98	3	31	17	23	75	18	32	85	78	38	25	5	20	12	44	69	58	85	11	67	13	48	66	9	77	43	27	62	15	
72	80	43	59	19	52	95	52	21	83	62	17	63	93	96	97	69	95	86	83	38	43	90	61	32	70	79	67	38	75	61	45	75	34	66	53	87	74	47	22	8	84	66	51	17	14	52	92	67	81	44	73	49	64	87	44	51	42	99	7	37	82	42	83	73	53	20	83	7	55	94	87	4	56	91	66	53	32	40	26	2	46	23	76	67	79	92	94	89	85	81	54	6	11	58	26	87	64	25	56	
46	40	4	37	24	57	11	49	45	33	57	19	83	38	31	84	18	87	68	73	57	21	85	94	10	18	56	5	56	21	93	69	78	72	49	53	45	28	59	60	35	39	81	42	62	32	72	29	15	52	36	99	4	44	54	53	34	0	53	61	17	51	95	80	42	64	61	98	42	1	59	36	85	66	42	4	6	54	57	44	31	35	74	61	97	84	29	90	4	24	63	34	57	5	9	55	26	91	37	69	
88	52	94	31	88	61	56	49	4	30	43	31	24	71	45	46	68	15	78	33	18	23	40	44	33	17	89	88	70	9	64	70	38	84	10	87	49	60	69	44	99	30	94	8	43	57	25	31	75	58	69	38	46	28	0	58	33	49	80	49	50	31	3	40	33	95	1	30	95	64	83	26	23	8	58	58	37	92	87	12	27	21	49	9	6	88	77	64	36	58	1	21	42	16	29	24	5	12	96	70	
37	96	37	83	58	13	98	5	84	20	9	0	47	0	20	47	61	81	53	40	22	88	69	92	1	93	86	42	85	30	18	18	89	25	48	50	81	9	31	41	34	82	26	24	16	99	64	63	74	46	63	52	80	35	1	2	41	77	38	81	21	26	1	90	41	14	83	4	3	12	41	35	57	5	63	40	77	30	14	20	59	64	87	9	10	51	94	88	6	68	1	10	47	37	11	3	55	43	82	40	
46	34	44	81	27	78	30	31	67	65	93	44	62	14	18	82	87	60	95	89	6	15	20	9	52	5	49	91	50	5	61	20	34	3	96	5	38	44	66	34	53	75	27	54	69	81	99	28	55	58	95	40	94	90	98	13	14	15	47	20	57	72	12	58	56	31	48	78	20	79	11	61	93	38	34	11	67	19	98	35	88	28	49	95	54	83	12	39	81	51	44	25	78	26	48	46	35	57	93	52	
88	48	53	75	11	92	87	93	96	91	67	70	83	52	2	61	86	20	56	3	16	9	10	82	8	41	28	17	92	55	3	71	77	86	89	21	4	95	58	50	4	98	3	98	67	76	14	31	90	33	72	92	84	53	91	79	3	53	25	99	7	91	66	19	33	70	26	27	32	25	82	52	34	39	29	3	89	14	92	79	10	49	16	63	52	2	16	40	23	25	97	76	99	2	17	13	59	55	73	84	
70	15	44	97	28	63	54	80	72	76	86	95	15	72	54	60	49	50	65	22	68	25	86	55	52	57	2	83	99	54	40	13	82	1	45	52	45	97	60	86	53	71	30	81	3	83	56	38	10	12	45	55	25	85	12	60	35	82	55	63	60	26	37	58	13	99	46	46	17	25	81	97	87	35	53	91	39	61	5	70	8	15	93	5	84	79	49	69	32	66	1	20	16	23	51	54	39	81	34	9	
0	80	76	84	76	88	35	40	4	22	5	60	10	8	73	39	4	12	23	32	86	13	59	90	22	42	87	50	95	99	52	62	22	93	30	56	20	62	23	40	36	59	17	35	1	60	57	37	25	6	53	18	18	15	99	49	34	10	60	21	66	57	35	98	31	13	29	44	56	9	58	72	88	32	84	96	65	89	89	48	63	40	71	38	27	91	71	10	8	7	10	61	91	62	80	96	27	19	71	26	
47	33	57	70	25	79	86	86	21	28	52	6	95	23	70	33	82	79	8	27	48	14	93	55	47	40	31	20	50	11	44	84	14	53	81	56	77	42	40	99	97	17	51	49	51	74	41	51	2	6	38	82	30	82	2	78	85	33	7	14	12	6	86	94	77	83	61	69	94	13	56	64	46	28	10	19	84	98	0	23	20	7	16	70	82	0	84	40	46	43	73	38	22	83	35	77	87	97	59	9	
2	43	76	92	16	72	25	38	70	21	12	2	27	23	51	47	40	63	15	34	33	72	42	21	2	3	90	1	17	61	5	80	63	68	44	61	78	3	36	73	89	98	99	84	16	95	52	65	48	0	11	52	67	17	24	73	61	33	16	90	78	1	85	78	84	57	2	36	65	20	66	32	49	43	99	41	42	37	88	92	50	54	97	85	35	34	31	88	51	29	55	79	66	34	31	39	76	13	48	44	
40	90	56	52	79	40	48	40	46	58	98	25	10	17	60	5	34	79	97	5	28	36	1	33	31	96	29	40	77	13	41	30	20	79	34	11	21	69	68	85	32	22	20	51	40	70	60	38	12	12	8	40	57	85	10	19	58	19	5	0	54	40	74	22	84	69	23	75	88	7	1	82	59	29	92	73	5	64	34	34	84	25	37	1	52	69	76	10	42	3	68	75	26	94	6	20	17	17	49	35	
73	10	10	69	55	63	20	61	55	36	1	10	10	89	20	61	82	11	65	74	20	12	46	33	39	80	49	43	22	83	54	75	14	92	40	38	13	52	16	67	83	89	1	97	55	18	36	50	4	56	32	11	31	85	91	38	28	85	75	64	76	51	35	15	88	16	22	19	93	83	62	37	81	63	99	28	51	6	51	46	96	66	17	4	0	44	38	86	41	98	68	38	6	73	44	59	28	71	96	85	
30	2	68	12	66	35	73	95	25	35	75	48	40	80	65	34	58	47	17	50	13	38	1	70	97	9	44	99	84	47	58	7	9	95	43	37	72	80	5	9	10	95	73	48	54	23	87	8	3	48	66	8	50	85	57	40	84	75	33	28	6	19	65	39	1	15	79	19	5	47	19	60	65	31	73	66	52	50	79	47	27	61	69	6	43	56	17	91	64	6	77	21	28	64	51	74	7	3	12	26	
59	19	13	89	99	63	58	50	24	14	90	87	79	19	32	83	56	18	20	4	57	72	9	58	60	33	27	44	18	77	50	26	3	0	37	19	43	11	49	65	88	37	55	35	31	86	21	39	57	36	2	23	14	39	88	67	89	75	70	52	75	34	64	67	82	83	78	76	6	7	86	26	51	98	62	56	42	18	13	71	46	33	83	3	3	21	28	28	90	49	66	39	61	22	7	41	18	91	76	88	
75	63	9	32	72	70	43	94	72	31	40	93	47	13	23	85	65	84	75	85	41	48	18	53	77	65	95	49	97	9	60	61	63	23	42	49	93	36	51	33	42	9	62	27	32	9	31	25	68	77	58	99	1	46	74	21	2	59	11	94	2	32	45	49	85	62	72	24	5	93	53	96	92	32	15	24	77	36	34	98	15	52	9	89	33	82	75	20	5	23	73	15	72	5	23	36	58	38	93	74	
15	36	13	23	97	79	90	15	87	71	9	81	11	97	72	58	67	97	51	37	13	35	31	86	17	70	7	64	42	73	26	29	9	85	55	56	14	8	16	43	40	41	26	78	87	32	98	44	22	53	65	49	51	93	66	7	60	34	0	83	27	1	62	75	54	97	84	81	46	10	89	1	89	91	91	40	68	97	52	67	34	86	74	28	91	39	29	36	20	10	98	85	32	84	44	82	2	99	67	34	
90	52	56	38	50	95	12	92	61	20	54	37	59	3	20	66	48	43	34	70	87	36	57	20	47	95	95	44	37	79	4	77	97	67	83	95	95	68	7	70	27	64	76	35	57	40	70	34	6	98	71	2	88	48	74	85	81	82	56	0	15	98	24	20	72	59	80	54	13	99	50	37	41	15	13	90	7	2	80	57	46	96	93	27	39	37	0	63	41	89	79	59	12	36	6	75	18	96	40	5	
98	7	84	70	12	43	46	1	67	20	22	66	88	42	24	85	35	31	83	56	55	56	96	27	92	28	78	51	44	58	83	79	59	5	97	9	7	50	39	4	52	78	29	78	87	49	24	0	30	79	7	49	0	83	10	61	55	42	12	80	58	41	40	73	73	27	50	61	83	42	84	67	2	77	12	45	4	36	40	96	15	68	89	54	48	62	86	46	89	22	61	38	58	1	84	97	86	40	18	55	
20	48	21	58	33	52	20	26	66	10	57	17	14	75	56	70	78	88	80	89	70	49	64	92	95	14	59	48	76	5	49	86	53	16	49	61	30	76	47	46	22	19	91	28	51	46	37	14	63	87	24	94	42	47	97	99	43	67	29	59	57	9	60	35	30	78	85	17	47	32	83	57	63	78	70	60	22	4	90	73	18	93	62	37	65	11	33	75	7	82	70	37	47	13	73	66	52	18	1	57	
17	13	83	51	58	53	18	93	31	31	29	97	20	91	37	46	39	41	43	63	62	41	81	58	72	32	30	83	23	48	41	57	84	34	20	75	42	38	82	83	54	39	5	67	32	70	78	66	36	93	19	84	36	70	44	66	90	46	99	97	22	52	45	89	72	71	25	29	72	42	95	74	47	12	23	6	67	56	33	15	72	28	29	25	54	31	88	69	99	24	2	89	49	17	52	97	73	41	10	95	
51	38	37	50	90	27	62	48	53	10	58	75	68	82	98	12	76	77	76	48	61	69	45	6	14	41	79	13	88	67	67	19	36	64	99	88	71	64	90	62	13	92	0	9	26	38	21	78	69	72	67	57	67	70	67	5	38	78	58	54	91	57	5	45	47	13	75	26	11	77	83	35	79	10	41	5	31	68	42	50	14	92	72	26	60	82	85	38	52	17	97	50	19	24	31	63	51	53	7	6	
76	25	30	8	60	63	71	43	8	33	38	46	18	33	84	34	14	61	14	89	61	43	31	55	65	48	69	11	80	99	76	79	27	81	93	69	24	85	42	24	71	76	92	91	6	83	91	57	48	36	26	37	0	10	17	8	83	51	79	37	95	57	30	53	72	35	59	46	14	27	92	34	17	61	88	32	93	25	69	47	61	10	5	30	62	43	59	53	34	0	54	7	32	74	68	5	32	14	97	18	
62	32	91	55	75	33	46	27	80	57	57	84	59	23	55	98	6	62	21	58	75	80	17	3	22	5	44	97	69	35	97	17	41	74	73	38	87	15	63	85	54	45	20	17	89	48	33	39	54	94	87	68	8	45	56	89	74	96	48	11	96	86	30	5	11	59	23	95	87	60	14	33	88	7	78	5	7	73	34	34	2	29	44	38	91	83	96	2	67	29	49	9	26	33	28	24	55	48	76	14	
89	99	95	21	54	61	87	83	33	29	31	74	75	30	21	87	54	56	20	70	42	73	6	97	1	18	32	95	62	69	91	55	3	25	83	22	95	0	31	1	15	12	27	0	57	0	90	29	19	27	76	53	82	61	61	54	39	73	20	77	47	62	43	91	51	13	32	59	3	16	13	83	33	47	78	68	99	25	43	23	89	33	20	50	64	23	28	81	70	64	7	31	71	83	73	13	95	11	40	69	
39	58	58	39	79	85	12	29	9	47	55	17	83	12	61	2	19	32	20	12	76	30	6	89	45	40	61	52	82	48	63	20	91	7	78	18	5	2	57	32	24	64	95	88	87	24	38	93	4	15	89	49	55	24	23	66	78	89	75	78	3	35	19	39	58	54	29	33	55	39	42	89	4	22	63	30	12	15	39	50	82	86	87	42	29	56	25	7	73	57	54	26	8	96	70	99	1	10	30	7	
21	19	38	55	64	38	67	29	49	96	21	46	74	20	33	53	0	18	8	12	15	30	7	21	28	44	91	28	71	87	55	12	79	27	34	39	85	0	59	60	8	40	95	40	95	17	28	81	26	53	80	76	40	62	38	5	91	74	91	21	60	68	50	72	97	66	92	77	50	92	6	79	32	17	89	41	46	8	52	42	14	49	14	40	55	99	51	8	36	67	45	19	30	91	32	55	24	12	90	12	
11	78	25	46	93	87	63	93	67	46	57	81	63	31	65	44	8	39	77	56	73	54	25	94	46	62	40	25	2	6	8	17	50	89	24	21	91	69	6	84	93	84	70	76	99	94	90	79	88	35	26	51	37	80	95	5	23	38	32	43	8	44	76	52	85	59	55	65	49	87	73	29	88	36	21	89	89	10	87	54	71	99	68	60	28	4	32	5	46	11	42	80	70	44	88	28	4	34	85	4	
89	90	68	33	73	55	16	42	1	76	22	64	4	95	28	32	18	78	39	18	58	78	11	12	69	84	63	58	80	76	32	36	90	89	28	75	32	1	19	53	7	67	11	71	48	79	73	97	31	7	20	23	41	21	38	99	43	48	85	89	60	75	98	80	68	64	59	12	52	46	20	42	10	52	84	25	94	35	61	16	87	66	95	13	87	96	81	29	1	23	79	7	45	84	83	40	75	64	72	64	
14	82	33	83	88	50	71	2	74	2	74	22	74	24	49	88	93	61	30	2	40	17	68	93	34	84	61	13	23	52	48	18	53	45	16	69	88	6	51	3	90	50	13	58	84	72	33	91	11	7	2	27	50	19	76	74	68	29	42	41	8	37	53	68	18	98	55	73	2	3	88	48	35	98	86	20	77	30	19	83	52	90	89	70	37	40	96	60	79	40	92	25	3	86	77	55	4	31	70	37	
46	97	71	73	16	25	56	84	5	47	80	99	84	21	67	1	31	81	10	76	98	4	13	94	82	96	47	14	88	34	43	39	52	97	99	97	66	88	29	42	68	62	83	45	76	2	51	87	66	36	40	50	62	39	93	87	6	94	40	67	29	9	0	38	92	42	8	29	92	12	95	19	35	96	76	74	44	59	66	12	92	56	30	17	30	48	14	88	43	52	66	54	76	22	82	27	82	45	54	0	
76	95	23	57	28	24	3	69	51	29	76	20	3	27	2	2	54	55	62	33	17	3	32	93	49	98	73	68	42	84	90	23	6	46	4	66	92	26	25	84	42	4	9	24	58	69	30	4	55	23	22	63	61	86	94	50	54	53	53	66	33	54	27	90	15	33	40	5	27	55	9	44	88	16	93	26	60	6	5	72	49	9	22	84	21	1	9	89	6	55	9	34	85	53	69	97	46	0	89	82	
42	91	51	25	85	33	7	24	79	39	72	74	79	90	86	50	74	69	68	64	99	36	82	99	23	53	69	91	24	2	8	69	15	76	16	70	31	43	24	73	86	48	74	49	14	76	61	40	5	18	23	97	1	84	12	49	67	2	2	25	1	29	49	95	63	4	30	48	15	54	72	21	32	51	7	31	85	64	96	54	36	90	54	76	65	31	27	16	90	85	12	98	76	12	96	54	79	71	12	82	
12	82	95	60	87	95	23	21	85	62	95	60	16	88	90	87	79	24	27	56	90	98	36	31	14	94	68	52	41	24	31	37	8	2	24	67	10	37	66	50	78	54	22	58	74	5	42	0	50	81	51	62	36	56	44	68	2	32	54	44	95	99	45	89	39	84	48	12	57	79	93	48	50	88	73	48	72	83	7	59	87	48	8	16	65	83	54	8	4	43	58	66	55	85	65	57	26	2	59	13	
96	25	23	84	32	60	63	3	72	38	43	18	97	79	86	92	99	87	78	28	10	5	4	90	27	21	43	14	40	21	25	37	15	54	77	73	58	57	69	58	4	96	0	66	49	20	5	89	35	89	54	8	57	43	63	36	45	51	99	48	54	50	94	8	10	6	50	0	52	21	99	53	2	44	69	26	82	16	28	51	26	13	12	35	80	17	13	57	95	80	74	79	4	91	45	82	69	85	26	17	
39	46	57	92	41	87	55	28	97	19	1	46	58	30	51	82	12	47	28	60	79	43	91	54	73	41	99	39	80	40	53	55	99	50	30	47	76	99	52	97	89	29	38	59	61	0	23	65	64	37	69	80	47	45	34	41	61	40	24	72	71	99	91	55	83	3	87	34	17	40	50	85	59	22	15	44	53	76	33	43	21	47	87	43	90	97	16	98	18	75	68	87	10	65	57	13	76	2	92	46	
63	36	45	99	22	70	42	59	44	53	0	41	50	8	64	32	12	72	48	79	53	36	74	94	57	54	26	96	29	67	29	86	45	2	11	92	79	97	33	47	53	83	4	47	33	70	58	36	20	13	30	80	72	70	32	8	64	19	15	37	74	30	78	61	49	7	18	27	61	78	74	92	35	31	2	52	46	67	98	65	88	20	19	39	31	76	44	53	83	67	38	28	77	43	74	57	50	5	65	82	
69	19	78	82	84	44	1	17	6	57	40	53	83	62	25	30	65	80	98	61	18	70	69	88	95	86	22	26	0	92	36	2	43	78	96	53	83	23	29	10	61	14	47	94	21	42	99	46	51	24	0	37	37	57	16	22	51	39	58	38	99	23	68	54	10	84	7	30	39	43	10	94	74	71	48	98	86	88	18	74	76	41	48	11	73	75	89	1	58	45	98	38	34	82	84	32	94	30	58	95	
14	33	61	78	9	96	79	72	73	29	83	87	1	48	88	49	44	97	10	11	35	62	29	63	71	30	44	53	81	6	62	62	31	63	69	6	91	21	84	61	60	53	23	64	17	67	42	30	67	74	46	82	4	84	85	68	57	78	57	76	88	89	7	74	86	28	90	21	32	10	7	35	74	63	93	35	17	35	86	42	11	79	85	62	61	97	52	57	24	78	74	78	73	95	0	59	91	37	57	28	
63	27	39	55	63	7	26	82	5	60	90	25	26	35	84	84	83	79	79	78	72	39	19	87	56	92	63	57	54	61	32	2	65	3	74	14	59	93	93	61	92	93	96	23	6	94	74	28	13	19	5	71	21	76	72	47	60	83	62	57	50	81	57	25	21	80	46	47	34	2	74	29	70	88	89	25	5	57	75	26	72	69	96	40	23	58	22	49	10	46	50	53	41	87	48	3	36	17	31	58	
53	18	57	34	60	12	25	25	68	27	60	1	4	37	50	58	27	52	96	13	81	40	75	11	66	98	91	0	77	81	99	71	18	8	23	12	66	72	20	21	96	8	99	74	48	11	0	52	99	79	30	49	82	76	8	2	37	7	24	45	17	45	4	6	26	80	2	10	27	22	41	80	27	53	46	32	96	51	5	86	12	46	88	31	24	51	99	2	66	9	94	54	75	14	91	28	97	82	65	5	
79	84	53	82	59	94	93	13	21	80	31	64	34	1	67	80	28	46	90	15	90	13	66	99	32	58	88	47	63	28	37	49	43	75	36	60	83	61	70	18	99	52	52	74	77	5	82	27	54	79	54	34	63	22	79	3	15	30	7	77	45	67	88	57	35	63	26	76	54	13	39	86	41	49	13	16	50	33	22	89	40	83	50	1	74	56	53	67	41	46	44	69	37	81	65	38	50	48	59	32	
38	27	99	39	28	65	70	3	31	1	53	42	9	2	48	10	15	88	36	22	90	81	78	63	24	33	84	43	77	34	70	98	86	17	47	38	3	62	11	13	77	6	61	25	71	24	74	32	70	73	61	17	81	1	66	27	46	72	61	77	75	45	48	24	69	58	62	22	63	25	71	12	76	96	41	87	2	61	69	55	19	0	22	88	26	85	4	30	20	53	77	28	37	5	57	77	21	83	72	48	
19	86	96	15	65	9	14	84	72	61	77	35	51	20	94	50	6	49	7	34	84	80	3	88	58	58	93	54	77	47	25	60	40	86	15	78	86	40	98	55	50	67	89	24	0	13	86	88	97	24	85	21	68	26	72	8	3	51	19	29	13	99	61	26	17	62	91	37	41	74	15	89	46	57	19	43	31	72	72	2	74	51	16	6	78	2	14	57	76	6	92	15	33	86	53	89	35	29	63	57	
52	1	33	49	92	73	89	86	65	80	27	4	90	51	17	17	4	61	87	38	63	97	56	29	76	56	56	85	30	86	18	32	33	41	6	29	59	36	84	47	84	46	99	37	4	62	87	10	48	70	23	76	27	29	35	90	4	46	7	88	25	97	73	72	74	56	60	75	4	63	83	77	86	93	53	29	93	53	4	73	20	90	92	7	38	23	81	2	0	16	53	60	56	25	4	56	65	21	6	95	
